class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,3,3,10,2,1,2,2,2,8,2,1,3,3,8,8,1,3,1,5,4,5,1
p,6,4,9,2,7,2,1,2,8,1,3,3,3,8,8,1,3,1,5,3,4,2
e,6,1,9,1,6,2,2,1,5,2,3,1,3,8,8,1,3,1,1,3,1,2
e,1,4,9,2,1,2,1,1,11,1,2,3,3,8,8,1,3,1,5,3,4,2
e,6,3,10,2,4,2,2,2,11,2,1,3,3,8,8,1,3,1,5,4,5,1
e,1,4,9,2,1,2,1,1,6,1,2,3,3,8,8,1,3,1,5,3,4,2
e,6,4,9,2,4,2,1,1,3,1,2,3,3,8,8,1,3,1,5,3,4,2
e,6,1,5,2,6,2,1,1,8,2,1,3,3,4,7,1,3,1,5,4,6,1
e,1,4,9,2,4,2,1,1,5,1,2,3,3,8,8,1,3,1,5,4,4,4
e,6,3,10,2,4,2,1,1,3,1,2,3,3,8,8,1,3,1,5,4,3,4
e,3,4,5,2,1,2,1,1,8,1,4,3,4,8,8,1,3,1,5,3,6,2
e,6,1,9,1,6,2,2,1,6,2,3,3,3,8,8,1,3,1,1,4,4,2
e,6,3,10,2,4,2,1,1,11,1,2,3,3,8,8,1,3,1,5,3,4,2
p,6,4,9,2,7,2,1,2,6,1,3,3,3,8,8,1,3,1,5,4,5,2
e,6,4,10,2,4,2,1,1,6,1,2,3,3,8,8,1,3,1,5,3,4,2
e,6,1,9,2,1,2,2,2,8,2,1,3,3,8,8,1,3,1,5,4,5,1
e,1,3,10,2,1,2,1,1,3,1,2,3,3,8,8,1,3,1,5,4,3,2
p,6,4,9,2,7,2,1,2,5,1,3,3,3,8,8,1,3,1,5,3,5,6
e,6,3,10,2,1,2,2,2,11,2,1,3,3,8,8,1,3,1,5,4,5,1
e,6,4,9,2,1,2,1,1,5,1,2,3,3,8,8,1,3,1,5,3,3,4
e,6,1,9,2,4,2,2,2,6,2,1,3,3,8,8,1,3,1,5,4,5,1
e,3,3,9,2,4,2,2,2,11,2,1,3,3,8,8,1,3,1,5,4,5,1
e,6,4,10,2,4,2,1,1,5,1,2,3,3,8,8,1,3,1,5,4,4,4
e,3,1,10,2,1,2,2,2,11,2,1,3,3,8,8,1,3,1,5,7,5,1
e,6,3,9,2,1,2,1,1,11,1,2,3,3,8,8,1,3,1,5,3,4,2
e,1,4,10,2,1,2,1,1,6,1,2,3,3,8,8,1,3,1,5,3,4,4
e,6,4,5,2,4,2,1,1,8,1,4,3,4,8,8,1,3,1,5,4,4,5
e,1,4,9,2,4,2,1,1,5,1,2,3,3,8,8,1,3,1,5,3,3,2
e,6,3,10,2,1,2,1,1,6,1,2,3,3,8,8,1,3,1,5,4,4,4
p,6,4,5,2,7,2,1,2,6,1,3,3,3,8,8,1,3,1,5,4,5,6
e,1,3,10,2,4,2,1,1,11,1,2,3,3,8,8,1,3,1,5,3,3,2
e,1,4,9,2,1,2,1,1,3,1,2,3,3,8,8,1,3,1,5,3,3,2
p,6,4,5,2,7,2,1,2,11,1,3,3,3,8,8,1,3,1,5,3,5,6
e,1,3,9,2,4,2,1,1,6,1,2,3,3,8,8,1,3,1,5,3,4,4
e,1,4,10,2,4,2,1,1,11,1,2,3,3,8,8,1,3,1,5,4,3,4
e,1,4,10,2,1,2,1,1,6,1,2,3,3,8,8,1,3,1,5,3,4,2
e,6,4,9,2,4,2,1,1,3,1,2,3,3,8,8,1,3,1,5,4,3,2
e,6,1,5,2,6,2,1,1,8,2,1,3,3,7,8,1,3,1,5,3,6,1
e,6,4,5,2,1,2,1,1,11,1,4,3,4,8,8,1,3,1,5,3,6,2
e,1,3,10,2,4,2,1,1,6,1,2,3,3,8,8,1,3,1,5,4,4,2
e,6,1,4,1,6,2,1,2,3,1,3,3,3,8,8,1,3,1,5,4,5,6
e,6,4,5,2,4,2,1,1,6,1,4,3,4,8,8,1,3,1,5,3,6,2
e,6,3,9,2,1,2,1,1,5,1,2,3,3,8,8,1,3,1,5,4,4,2
e,1,4,9,2,1,2,1,1,6,1,2,3,3,8,8,1,3,1,5,3,3,2
e,6,3,10,2,1,2,1,1,3,1,2,3,3,8,8,1,3,1,5,3,4,4
e,3,1,10,2,1,2,2,2,8,2,1,3,3,8,8,1,3,1,5,4,5,1
e,1,4,10,2,4,2,1,1,3,1,2,3,3,8,8,1,3,1,5,4,4,2
e,6,1,5,1,6,2,2,1,6,2,3,3,1,8,8,1,3,1,1,4,1,2
e,6,1,10,2,4,2,2,2,6,2,1,3,3,8,8,1,3,1,5,4,5,1
e,6,3,10,2,1,2,1,1,6,1,2,3,3,8,8,1,3,1,5,4,3,4
e,3,3,4,1,6,2,2,1,6,2,3,3,1,8,8,1,3,1,1,3,4,2
e,6,1,5,1,6,2,1,2,3,1,3,3,3,8,8,1,3,1,5,4,6,6
e,3,3,4,1,6,2,2,1,4,2,3,1,1,8,8,1,3,1,1,4,1,2
e,3,4,5,2,1,2,1,1,8,1,4,3,4,8,8,1,3,1,5,4,4,5
e,1,4,9,2,1,2,1,1,5,1,2,3,3,8,8,1,3,1,5,4,4,2
e,1,3,10,2,1,2,1,1,5,1,2,3,3,8,8,1,3,1,5,3,4,4
e,6,4,10,2,4,2,1,1,11,1,4,3,4,8,8,1,3,1,5,3,4,5
e,5,1,4,1,6,2,1,2,3,1,3,3,3,8,8,1,3,1,5,4,5,6
e,3,4,5,2,1,2,1,1,8,1,4,3,4,8,8,1,3,1,5,4,6,5
p,6,4,5,2,7,2,1,2,5,1,3,3,3,8,8,1,3,1,5,3,4,6
e,6,4,10,2,1,2,1,1,8,1,4,3,4,8,8,1,3,1,5,4,6,5
e,6,4,10,2,1,2,1,1,11,1,2,3,3,8,8,1,3,1,5,4,4,2
e,6,1,5,1,6,2,2,1,4,2,3,3,1,8,8,1,3,1,1,4,4,2
e,6,1,5,1,6,2,2,1,8,2,3,1,1,8,8,1,3,1,1,3,1,2
e,3,3,5,1,6,2,2,1,5,2,3,1,3,8,8,1,3,1,1,3,1,2
e,3,4,5,2,1,2,1,1,6,1,4,3,4,8,8,1,3,1,5,4,4,5
e,6,3,10,2,1,2,1,1,11,1,2,3,3,8,8,1,3,1,5,3,3,2
e,3,1,5,1,6,2,1,2,8,1,3,3,3,8,8,1,3,1,5,3,5,6
e,6,4,10,2,1,2,1,1,11,1,4,3,4,8,8,1,3,1,5,4,4,5
e,6,1,10,2,1,2,2,2,8,2,1,3,3,8,8,1,3,1,5,7,5,1
e,1,4,10,2,1,2,1,1,3,1,2,3,3,8,8,1,3,1,5,4,3,2
e,6,1,4,1,6,2,2,1,6,2,3,3,3,8,8,1,3,1,1,3,4,2
e,6,4,10,2,1,2,1,1,11,1,4,3,4,8,8,1,3,1,5,4,4,2
e,3,4,5,2,4,2,1,1,6,1,4,3,4,8,8,1,3,1,5,3,6,2
e,6,3,10,2,1,2,1,1,11,1,2,3,3,8,8,1,3,1,5,3,4,4
e,5,1,5,1,6,2,1,2,6,1,3,3,3,8,8,1,3,1,5,4,6,6
e,6,3,9,2,1,2,1,1,5,1,2,3,3,8,8,1,3,1,5,3,4,4
e,1,3,9,2,4,2,1,1,6,1,2,3,3,8,8,1,3,1,5,3,3,2
e,5,1,5,1,6,2,1,2,5,1,3,3,3,8,8,1,3,1,5,3,6,6
e,1,4,10,2,4,2,1,1,6,1,2,3,3,8,8,1,3,1,5,4,3,4
e,6,4,10,2,4,2,1,1,5,1,2,3,3,8,8,1,3,1,5,4,3,2
e,1,4,10,2,1,2,1,1,5,1,2,3,3,8,8,1,3,1,5,4,4,2
p,6,4,5,2,7,2,1,2,8,1,3,3,3,8,8,1,3,1,5,3,4,6
e,6,3,9,1,6,2,2,1,5,2,3,1,3,8,8,1,3,1,1,4,4,2
e,6,4,9,2,1,2,1,1,11,1,2,3,3,8,8,1,3,1,5,3,4,4
e,1,3,9,2,1,2,1,1,3,1,2,3,3,8,8,1,3,1,5,4,3,2
e,6,1,5,2,6,2,1,1,6,2,1,3,3,4,8,1,3,1,5,4,6,1
p,6,3,5,2,7,2,1,2,11,1,3,3,3,8,8,1,3,1,5,4,4,6
e,6,4,5,2,4,2,1,1,11,1,4,3,4,8,8,1,3,1,5,3,6,5
e,6,3,5,1,6,2,2,1,6,2,3,3,3,8,8,1,3,1,1,3,1,2
e,1,4,10,2,4,2,1,1,6,1,2,3,3,8,8,1,3,1,5,3,3,4
e,6,3,10,2,1,2,1,1,11,1,2,3,3,8,8,1,3,1,5,4,3,4
e,1,3,10,2,1,2,1,1,6,1,2,3,3,8,8,1,3,1,5,4,4,4
e,6,3,10,2,4,2,1,1,3,1,2,3,3,8,8,1,3,1,5,3,3,4
e,1,4,9,2,1,2,1,1,6,1,2,3,3,8,8,1,3,1,5,4,3,2
e,6,1,4,1,6,2,1,2,5,1,3,3,3,8,8,1,3,1,5,4,5,6
e,3,4,5,2,1,2,1,1,11,1,4,3,4,8,8,1,3,1,5,3,4,2
e,6,1,4,1,6,2,2,1,4,2,3,1,1,8,8,1,3,1,1,4,1,2
e,6,3,9,2,4,2,1,1,5,1,2,3,3,8,8,1,3,1,5,4,3,4
e,6,4,10,2,4,2,1,1,11,1,2,3,3,8,8,1,3,1,5,4,4,4
e,6,1,4,1,6,2,1,2,6,1,3,3,3,8,8,1,3,1,5,3,5,6
p,6,3,5,2,7,2,1,2,8,1,3,3,3,8,8,1,3,1,5,4,4,6
e,1,4,9,2,4,2,1,1,11,1,2,3,3,8,8,1,3,1,5,4,3,2
e,1,4,9,2,1,2,1,1,6,1,2,3,3,8,8,1,3,1,5,3,3,4
p,6,4,5,2,7,2,1,2,8,1,3,3,3,8,8,1,3,1,5,4,5,6
e,1,3,10,2,4,2,1,1,11,1,2,3,3,8,8,1,3,1,5,4,4,4
e,6,3,9,2,4,2,1,1,5,1,2,3,3,8,8,1,3,1,5,4,4,4
e,6,4,10,2,4,2,1,1,6,1,2,3,3,8,8,1,3,1,5,3,4,4
e,1,4,10,2,4,2,1,1,6,1,2,3,3,8,8,1,3,1,5,4,3,2
e,6,3,9,2,1,2,1,1,3,1,2,3,3,8,8,1,3,1,5,4,4,4
e,6,3,9,2,1,2,1,1,3,1,2,3,3,8,8,1,3,1,5,3,4,2
e,6,4,5,2,4,2,1,1,11,1,4,3,4,8,8,1,3,1,5,4,6,5
e,6,3,9,2,1,2,1,1,11,1,2,3,3,8,8,1,3,1,5,4,4,4
e,6,3,5,1,6,2,2,1,6,2,3,1,1,8,8,1,3,1,1,3,4,2
e,6,4,5,2,4,2,1,1,6,1,4,3,4,8,8,1,3,1,5,4,4,5
e,6,4,10,2,4,2,1,1,6,1,4,3,4,8,8,1,3,1,5,3,6,2
p,6,4,5,2,7,2,1,2,5,1,3,3,3,8,8,1,3,1,5,3,5,2
e,1,4,10,2,1,2,1,1,11,1,2,3,3,8,8,1,3,1,5,4,3,2
e,6,1,9,2,4,2,2,2,8,2,1,3,3,8,8,1,3,1,5,7,5,1
p,6,3,5,2,7,2,1,2,11,1,3,3,3,8,8,1,3,1,5,3,4,6
e,6,4,10,2,4,2,1,1,5,1,2,3,3,8,8,1,3,1,5,3,3,2
e,3,1,4,1,6,2,2,1,4,2,3,1,1,8,8,1,3,1,1,4,1,2
e,6,4,9,2,4,2,1,1,6,1,2,3,3,8,8,1,3,1,5,3,4,2
e,1,4,9,2,1,2,1,1,11,1,2,3,3,8,8,1,3,1,5,4,4,4
p,6,4,5,2,7,2,1,2,8,1,3,3,3,8,8,1,3,1,5,4,4,6
e,3,4,5,2,4,2,1,1,11,1,4,3,4,8,8,1,3,1,5,3,4,2
e,6,3,9,2,4,2,1,1,6,1,2,3,3,8,8,1,3,1,5,4,3,4
e,6,3,9,2,1,2,2,2,6,2,1,3,3,8,8,1,3,1,5,4,5,1
e,3,4,5,2,1,2,1,1,6,1,4,3,4,8,8,1,3,1,5,4,6,5
e,1,3,9,2,1,2,1,1,5,1,2,3,3,8,8,1,3,1,5,4,3,4
e,6,3,9,1,6,2,2,1,8,2,3,1,1,8,8,1,3,1,1,3,1,2
e,3,1,4,1,6,2,1,2,6,1,3,3,3,8,8,1,3,1,5,4,5,6
e,6,4,9,2,1,2,1,1,3,1,2,3,3,8,8,1,3,1,5,4,4,2
e,6,4,10,2,4,2,1,1,6,1,4,3,4,8,8,1,3,1,5,4,6,2
e,1,3,10,2,4,2,1,1,3,1,2,3,3,8,8,1,3,1,5,4,4,2
e,1,3,10,2,4,2,1,1,11,1,2,3,3,8,8,1,3,1,5,3,4,2
e,3,3,9,2,4,2,2,2,6,2,1,3,3,8,8,1,3,1,5,4,5,1
e,1,3,9,2,1,2,1,1,11,1,2,3,3,8,8,1,3,1,5,3,3,4
e,6,1,10,2,1,2,2,2,6,2,1,3,3,8,8,1,3,1,5,7,5,1
e,6,4,9,2,4,2,1,1,3,1,2,3,3,8,8,1,3,1,5,4,3,4
e,1,4,10,2,4,2,1,1,5,1,2,3,3,8,8,1,3,1,5,4,3,4
e,6,4,5,2,1,2,1,1,8,1,4,3,4,8,8,1,3,1,5,4,6,5
e,6,4,9,2,4,2,1,1,6,1,2,3,3,8,8,1,3,1,5,3,4,4
e,6,4,9,2,4,2,1,1,3,1,2,3,3,8,8,1,3,1,5,3,4,4
e,6,4,10,2,1,2,1,1,8,1,4,3,4,8,8,1,3,1,5,3,6,5
e,6,4,9,2,4,2,1,1,6,1,2,3,3,8,8,1,3,1,5,3,3,4
e,6,3,10,2,4,2,1,1,11,1,2,3,3,8,8,1,3,1,5,3,3,4
e,6,4,5,2,4,2,1,1,8,1,4,3,4,8,8,1,3,1,5,3,4,2
e,6,3,9,2,4,2,1,1,6,1,2,3,3,8,8,1,3,1,5,4,3,2
e,3,4,5,2,4,2,1,1,6,1,4,3,4,8,8,1,3,1,5,3,4,2
e,1,3,9,2,4,2,1,1,11,1,2,3,3,8,8,1,3,1,5,3,4,4
e,6,1,5,2,6,2,1,1,6,2,1,3,3,4,7,1,3,1,5,4,6,1
e,6,4,9,2,4,2,1,1,5,1,2,3,3,8,8,1,3,1,5,4,4,4
e,1,3,9,2,4,2,1,1,3,1,2,3,3,8,8,1,3,1,5,3,3,2
e,1,3,10,2,4,2,1,1,3,1,2,3,3,8,8,1,3,1,5,3,3,4
e,6,1,10,2,4,2,2,2,8,2,1,3,3,8,8,1,3,1,5,4,5,1
e,1,3,9,2,4,2,1,1,3,1,2,3,3,8,8,1,3,1,5,4,3,4
e,6,3,4,1,6,2,2,1,4,2,3,3,1,8,8,1,3,1,1,3,1,2
e,1,3,9,2,1,2,1,1,5,1,2,3,3,8,8,1,3,1,5,4,3,2
e,1,3,10,2,4,2,1,1,11,1,2,3,3,8,8,1,3,1,5,3,4,4
e,3,4,10,2,1,2,1,1,6,1,4,3,4,8,8,1,3,1,5,3,6,5
e,3,4,5,2,1,2,1,1,11,1,4,3,4,8,8,1,3,1,5,4,6,5
e,6,3,9,2,1,2,1,1,5,1,2,3,3,8,8,1,3,1,5,4,4,4
e,3,4,10,2,4,2,1,1,6,1,4,3,4,8,8,1,3,1,5,4,4,2
e,1,3,9,2,1,2,1,1,3,1,2,3,3,8,8,1,3,1,5,3,4,2
e,6,4,10,2,1,2,1,1,11,1,2,3,3,8,8,1,3,1,5,4,3,4
e,6,1,5,1,6,2,1,2,5,1,3,3,3,8,8,1,3,1,5,3,5,6
e,3,4,5,2,1,2,1,1,8,1,4,3,4,8,8,1,3,1,5,4,6,2
e,6,3,9,2,1,2,1,1,3,1,2,3,3,8,8,1,3,1,5,3,3,4
e,6,3,10,2,4,2,1,1,3,1,2,3,3,8,8,1,3,1,5,3,3,2
e,1,4,10,2,4,2,1,1,3,1,2,3,3,8,8,1,3,1,5,3,3,2
e,3,4,10,2,1,2,1,1,11,1,4,3,4,8,8,1,3,1,5,4,4,5
e,6,4,10,2,4,2,1,1,3,1,2,3,3,8,8,1,3,1,5,3,3,2
e,6,4,9,2,1,2,1,1,11,1,2,3,3,8,8,1,3,1,5,3,3,4
e,3,1,9,2,1,2,2,2,6,2,1,3,3,8,8,1,3,1,5,7,5,1
e,5,1,4,1,6,2,1,2,5,1,3,3,3,8,8,1,3,1,5,3,6,6
e,3,3,10,2,4,2,2,2,6,2,1,3,3,8,8,1,3,1,5,4,5,1
e,3,1,4,1,6,2,1,2,5,1,3,3,3,8,8,1,3,1,5,3,6,6
e,6,1,5,1,6,2,1,2,8,1,3,3,3,8,8,1,3,1,5,4,6,6
e,1,4,9,2,1,2,1,1,11,1,2,3,3,8,8,1,3,1,5,4,3,2
e,6,3,9,2,1,2,2,2,8,2,1,3,3,8,8,1,3,1,5,4,5,1
e,1,4,10,2,4,2,1,1,6,1,2,3,3,8,8,1,3,1,5,3,4,4
e,1,4,10,2,1,2,1,1,5,1,2,3,3,8,8,1,3,1,5,3,4,4
e,1,4,10,2,4,2,1,1,3,1,2,3,3,8,8,1,3,1,5,3,4,2
e,3,3,9,2,4,2,2,2,8,2,1,3,3,8,8,1,3,1,5,7,5,1
e,3,1,4,1,6,2,1,2,3,1,3,3,3,8,8,1,3,1,5,3,6,6
e,3,3,9,2,1,2,2,2,11,2,1,3,3,8,8,1,3,1,5,4,5,1
e,3,4,10,2,1,2,1,1,8,1,4,3,4,8,8,1,3,1,5,3,6,2
e,6,4,9,2,4,2,1,1,11,1,2,3,3,8,8,1,3,1,5,4,4,4
e,5,1,5,1,6,2,1,2,8,1,3,3,3,8,8,1,3,1,5,4,6,6
e,6,4,5,2,4,2,1,1,6,1,4,3,4,8,8,1,3,1,5,3,4,5
e,6,4,5,2,1,2,1,1,6,1,4,3,4,8,8,1,3,1,5,3,4,5
e,3,1,10,2,1,2,2,2,6,2,1,3,3,8,8,1,3,1,5,7,5,1
p,3,3,5,2,7,2,1,2,8,1,3,3,3,8,8,1,3,1,5,4,4,2
p,6,3,5,2,7,2,1,2,5,1,3,3,3,8,8,1,3,1,5,4,5,6
e,3,4,5,2,4,2,1,1,11,1,4,3,4,8,8,1,3,1,5,4,4,5
e,6,4,10,2,1,2,1,1,11,1,4,3,4,8,8,1,3,1,5,3,4,2
e,1,3,10,2,1,2,1,1,5,1,2,3,3,8,8,1,3,1,5,4,3,4
e,3,1,9,1,6,2,2,1,4,2,3,1,3,8,8,1,3,1,1,4,1,2
e,3,4,5,2,1,2,1,1,8,1,4,3,4,8,8,1,3,1,5,4,4,2
e,6,4,9,2,1,2,1,1,6,1,2,3,3,8,8,1,3,1,5,4,4,2
e,1,3,10,2,4,2,1,1,11,1,2,3,3,8,8,1,3,1,5,3,3,4
e,6,3,10,2,1,2,1,1,11,1,2,3,3,8,8,1,3,1,5,4,3,2
e,1,4,10,2,1,2,1,1,3,1,2,3,3,8,8,1,3,1,5,3,3,2
e,6,3,9,2,4,2,1,1,3,1,2,3,3,8,8,1,3,1,5,3,3,4
e,1,3,10,2,1,2,1,1,11,1,2,3,3,8,8,1,3,1,5,3,4,4
e,1,4,10,2,1,2,1,1,11,1,2,3,3,8,8,1,3,1,5,4,4,2
p,6,3,5,2,7,2,1,2,6,1,3,3,3,8,8,1,3,1,5,4,5,2
e,6,3,4,1,6,2,2,1,8,2,3,3,3,8,8,1,3,1,1,4,4,2
e,3,3,5,1,6,2,2,1,8,2,3,1,3,8,8,1,3,1,1,4,1,2
e,6,1,9,2,1,2,2,2,6,2,1,3,3,8,8,1,3,1,5,4,5,1
e,3,1,4,1,6,2,1,2,8,1,3,3,3,8,8,1,3,1,5,4,5,6
e,3,1,5,1,6,2,1,2,5,1,3,3,3,8,8,1,3,1,5,4,6,6
e,1,4,10,2,1,2,1,1,5,1,2,3,3,8,8,1,3,1,5,3,4,2
e,6,1,9,2,1,2,2,2,6,2,1,3,3,8,8,1,3,1,5,7,5,1
e,5,1,4,1,6,2,1,2,6,1,3,3,3,8,8,1,3,1,5,4,5,6
e,6,1,5,1,6,2,1,2,5,1,3,3,3,8,8,1,3,1,5,4,5,6
e,6,1,9,1,6,2,2,1,4,2,3,1,3,8,8,1,3,1,1,4,1,2
e,6,4,5,2,4,2,1,1,6,1,4,3,4,8,8,1,3,1,5,3,6,5
e,1,3,10,2,1,2,1,1,5,1,2,3,3,8,8,1,3,1,5,3,3,2
e,6,4,9,2,4,2,1,1,5,1,2,3,3,8,8,1,3,1,5,3,4,2
e,6,4,10,2,1,2,1,1,5,1,2,3,3,8,8,1,3,1,5,4,3,2
e,6,3,9,2,4,2,1,1,11,1,2,3,3,8,8,1,3,1,5,3,3,4
e,1,3,9,2,4,2,1,1,6,1,2,3,3,8,8,1,3,1,5,3,4,2
e,3,4,10,2,1,2,1,1,8,1,4,3,4,8,8,1,3,1,5,4,6,5
p,6,3,5,2,7,2,1,2,6,1,3,3,3,8,8,1,3,1,5,4,4,6
e,3,1,4,1,6,2,1,2,6,1,3,3,3,8,8,1,3,1,5,3,6,6
e,1,3,10,2,4,2,1,1,11,1,2,3,3,8,8,1,3,1,5,4,4,2
e,3,4,5,2,1,2,1,1,11,1,4,3,4,8,8,1,3,1,5,4,4,5
e,6,3,10,2,1,2,1,1,5,1,2,3,3,8,8,1,3,1,5,4,4,4
e,6,1,5,1,6,2,1,2,5,1,3,3,3,8,8,1,3,1,5,3,6,6
e,3,4,10,2,1,2,1,1,11,1,4,3,4,8,8,1,3,1,5,4,6,5
e,6,4,5,2,1,2,1,1,6,1,4,3,4,8,8,1,3,1,5,4,6,5
e,6,3,9,2,1,2,1,1,6,1,2,3,3,8,8,1,3,1,5,3,4,2
p,6,4,9,2,7,2,1,2,6,1,3,3,3,8,8,1,3,1,5,3,4,2
e,3,4,5,2,4,2,1,1,11,1,4,3,4,8,8,1,3,1,5,3,6,5
p,3,3,5,2,7,2,1,2,5,1,3,3,3,8,8,1,3,1,5,3,4,2
e,6,1,9,1,6,2,2,1,5,2,3,1,3,8,8,1,3,1,1,3,4,2
e,1,4,9,2,1,2,1,1,5,1,2,3,3,8,8,1,3,1,5,3,4,4
e,5,1,5,1,6,2,1,2,8,1,3,3,3,8,8,1,3,1,5,3,5,6
e,6,4,10,2,4,2,1,1,3,1,2,3,3,8,8,1,3,1,5,4,4,4
e,3,3,9,2,1,2,2,2,8,2,1,3,3,8,8,1,3,1,5,7,5,1
e,6,3,10,2,1,2,1,1,6,1,2,3,3,8,8,1,3,1,5,3,4,4
e,3,1,4,1,6,2,2,1,8,2,3,3,1,8,8,1,3,1,1,3,4,2
p,6,4,9,2,7,2,1,2,6,1,3,3,3,8,8,1,3,1,5,4,4,2
e,6,4,10,2,1,2,1,1,8,1,4,3,4,8,8,1,3,1,5,3,4,2
e,3,1,5,1,6,2,2,1,6,2,3,3,3,8,8,1,3,1,1,3,1,2
e,6,3,9,2,1,2,1,1,11,1,2,3,3,8,8,1,3,1,5,3,4,4
e,1,4,10,2,4,2,1,1,3,1,2,3,3,8,8,1,3,1,5,4,4,4
e,3,1,4,1,6,2,1,2,3,1,3,3,3,8,8,1,3,1,5,4,5,6
e,6,1,10,2,4,2,2,2,8,2,1,3,3,8,8,1,3,1,5,7,5,1
e,6,3,10,2,1,2,1,1,3,1,2,3,3,8,8,1,3,1,5,4,3,4
e,3,1,5,1,6,2,1,2,6,1,3,3,3,8,8,1,3,1,5,4,6,6
e,6,1,4,1,6,2,2,1,4,2,3,1,3,8,8,1,3,1,1,4,4,2
e,6,4,10,2,4,2,1,1,8,1,4,3,4,8,8,1,3,1,5,3,4,5
e,3,3,9,2,4,2,2,2,8,2,1,3,3,8,8,1,3,1,5,4,5,1
e,6,3,10,2,4,2,1,1,5,1,2,3,3,8,8,1,3,1,5,3,4,2
e,3,4,10,2,1,2,1,1,8,1,4,3,4,8,8,1,3,1,5,3,6,5
p,6,4,5,2,7,2,1,2,5,1,3,3,3,8,8,1,3,1,5,3,5,6
e,6,1,9,2,4,2,2,2,11,2,1,3,3,8,8,1,3,1,5,7,5,1
e,6,3,9,2,4,2,1,1,11,1,2,3,3,8,8,1,3,1,5,3,3,2
e,6,4,10,2,1,2,1,1,3,1,2,3,3,8,8,1,3,1,5,4,3,4
e,1,3,10,2,1,2,1,1,3,1,2,3,3,8,8,1,3,1,5,4,4,2
e,6,3,10,2,1,2,2,2,11,2,1,3,3,8,8,1,3,1,5,7,5,1
e,6,3,10,2,1,2,2,2,6,2,1,3,3,8,8,1,3,1,5,7,5,1
e,6,1,9,1,6,2,2,1,6,2,3,1,3,8,8,1,3,1,1,3,4,2
e,1,3,9,2,1,2,1,1,11,1,2,3,3,8,8,1,3,1,5,4,4,4
p,6,4,9,2,7,2,1,2,11,1,3,3,3,8,8,1,3,1,5,3,5,2
e,6,4,10,2,1,2,1,1,3,1,2,3,3,8,8,1,3,1,5,4,3,2
e,3,3,4,1,6,2,2,1,5,2,3,3,1,8,8,1,3,1,1,3,4,2
p,6,3,5,2,7,2,1,2,6,1,3,3,3,8,8,1,3,1,5,4,4,2
e,1,4,9,2,1,2,1,1,11,1,2,3,3,8,8,1,3,1,5,3,3,4
e,6,3,9,2,1,2,1,1,5,1,2,3,3,8,8,1,3,1,5,3,3,4
e,3,1,10,2,4,2,2,2,6,2,1,3,3,8,8,1,3,1,5,4,5,1
e,6,3,10,2,1,2,1,1,5,1,2,3,3,8,8,1,3,1,5,3,3,2
e,1,4,9,2,4,2,1,1,11,1,2,3,3,8,8,1,3,1,5,3,3,2
e,6,4,5,2,1,2,1,1,11,1,4,3,4,8,8,1,3,1,5,4,6,2
e,6,3,10,2,4,2,1,1,11,1,2,3,3,8,8,1,3,1,5,4,4,2
e,6,1,5,1,6,2,1,2,8,1,3,3,3,8,8,1,3,1,5,4,5,6
e,6,3,10,2,4,2,1,1,6,1,2,3,3,8,8,1,3,1,5,4,4,2
e,6,4,10,2,4,2,1,1,11,1,4,3,4,8,8,1,3,1,5,4,6,2
p,6,3,5,2,7,2,1,2,11,1,3,3,3,8,8,1,3,1,5,4,4,2
e,6,3,9,2,1,2,1,1,3,1,2,3,3,8,8,1,3,1,5,4,3,4
e,6,3,10,2,1,2,1,1,11,1,2,3,3,8,8,1,3,1,5,4,4,4
e,6,4,9,2,4,2,1,1,5,1,2,3,3,8,8,1,3,1,5,3,3,2
e,6,4,10,2,1,2,1,1,6,1,4,3,4,8,8,1,3,1,5,4,6,2
e,3,4,10,2,1,2,1,1,11,1,4,3,4,8,8,1,3,1,5,3,4,2
e,6,4,9,2,1,2,1,1,5,1,2,3,3,8,8,1,3,1,5,4,4,4
e,5,1,4,1,6,2,1,2,3,1,3,3,3,8,8,1,3,1,5,3,5,6
e,3,1,5,1,6,2,1,2,6,1,3,3,3,8,8,1,3,1,5,3,6,6
e,5,1,4,1,6,2,1,2,6,1,3,3,3,8,8,1,3,1,5,3,5,6
e,6,4,9,2,1,2,1,1,6,1,2,3,3,8,8,1,3,1,5,3,3,4
p,6,3,9,2,7,2,1,2,5,1,3,3,3,8,8,1,3,1,5,3,4,6
e,6,3,4,1,6,2,2,1,4,2,3,3,1,8,8,1,3,1,1,3,4,2
e,6,4,10,2,4,2,1,1,3,1,2,3,3,8,8,1,3,1,5,3,4,2
p,6,4,9,2,7,2,1,2,5,1,3,3,3,8,8,1,3,1,5,4,4,2
e,6,3,10,2,1,2,1,1,3,1,2,3,3,8,8,1,3,1,5,3,3,4
p,6,3,5,2,7,2,1,2,8,1,3,3,3,8,8,1,3,1,5,3,5,6
e,1,3,10,2,4,2,1,1,6,1,2,3,3,8,8,1,3,1,5,3,3,4
e,1,4,9,2,4,2,1,1,3,1,2,3,3,8,8,1,3,1,5,3,4,4
p,6,4,9,2,7,2,1,2,8,1,3,3,3,8,8,1,3,1,5,4,4,2
